pclass,age,sibsp,parch,fare,survived,sex_male,embarked_Q,embarked_S,pclass_ordinal,fare_per_class_unit,family_size,class_fare_interaction,fare_log,age_group,survived_label,class_label,age_zscore,fare_zscore,is_alone,high_fare,fare_quartile,class_survival_rate
3,29.3,0,0,15.21,1,True,False,False,1,15.21,1,-0.3005841729577077,2.785628335747585,Adult,Survived,3rd Class,0.0444,-0.3004,1,1,Q3_mid_high,0.2439
1,56.3,0,0,28.11,1,True,False,True,3,9.37,1,-0.0876120921586687,3.371081757757532,Middle-Aged,Survived,1st Class,2.2698,-0.0292,1,1,Q3_mid_high,0.6343
3,13.2,1,0,8.42,1,True,False,True,1,8.42,2,-0.4434268989884867,2.242835088588272,Youth,Survived,3rd Class,-1.2826,-0.4432,0,0,Q2_mid_low,0.2439
3,16.5,0,1,7.47,0,True,False,True,1,7.47,2,-0.4634122583005986,2.136530508663963,Youth,Did Not Survive,3rd Class,-1.0106,-0.4632,0,0,Q2_mid_low,0.2439
3,32.0,0,0,2.45,0,False,False,True,1,2.45,1,-0.5690191043498638,1.2383742310432684,Adult,Did Not Survive,3rd Class,0.267,-0.5687,1,0,Q1_low,0.2439
1,28.4,0,2,141.25,1,True,True,False,3,47.083333333333336,3,7.052841231753996,4.95758607300644,Adult,Survived,1st Class,-0.0298,2.3496,0,1,Q4_high,0.6343
2,53.2,1,0,31.96,0,False,False,True,2,15.98,2,0.1035785350906369,3.495294705041271,Middle-Aged,Did Not Survive,2nd Class,2.0143,0.0518,0,1,Q4_high,0.4615
3,25.5,0,0,8.4,0,False,False,True,1,8.4,1,-0.4438476433950574,2.2407096892759584,Adult,Did Not Survive,3rd Class,-0.2688,-0.4436,1,0,Q2_mid_low,0.2439
1,28.4,0,1,28.23,0,True,False,False,3,9.41,2,-0.0800386928403946,3.3751955791231545,Adult,Did Not Survive,1st Class,-0.0298,-0.0267,0,1,Q3_mid_high,0.6343
3,6.8,0,2,3.32,0,True,False,True,1,3.32,3,-0.5507167226640349,1.463255402256019,Child,Did Not Survive,3rd Class,-1.8101,-0.5504,0,0,Q1_low,0.2439
3,23.1,2,1,1.0,0,False,False,True,1,1.0,4,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.4666,-0.5992,0,0,Q1_low,0.2439
3,30.8,1,0,7.24,0,False,False,False,1,7.24,2,-0.4682508189761626,2.10900034392138,Adult,Did Not Survive,3rd Class,0.168,-0.468,0,0,Q2_mid_low,0.2439
1,47.3,0,0,103.21,0,True,False,False,3,34.40333333333333,1,4.65207364786114,4.646408094004336,Middle-Aged,Did Not Survive,1st Class,1.528,1.5498,1,1,Q4_high,0.6343
1,48.6,0,1,220.95,1,False,True,False,3,73.64999999999999,2,12.082840612307642,5.402452131280044,Middle-Aged,Survived,1st Class,1.6352,4.0253,0,1,Q4_high,0.6343
1,49.4,0,2,27.09,1,True,False,False,3,9.03,3,-0.1519859863639976,3.335413641116152,Middle-Aged,Survived,1st Class,1.7011,-0.0506,0,1,Q3_mid_high,0.6343
3,8.1,1,0,17.69,0,True,False,True,1,17.69,2,-0.2484118665429313,2.927988621467472,Child,Did Not Survive,3rd Class,-1.703,-0.2483,0,1,Q3_mid_high,0.2439
3,25.6,1,0,2.14,0,True,True,False,1,2.14,2,-0.5755406426517108,1.144222799920162,Adult,Did Not Survive,3rd Class,-0.2606,-0.5752,0,0,Q1_low,0.2439
1,27.2,0,0,64.03,1,False,False,True,3,21.343333333333334,1,2.17935877044468,4.174848701881061,Adult,Survived,1st Class,-0.1287,0.726,1,1,Q4_high,0.6343
3,13.0,3,0,11.76,0,True,False,True,1,11.76,4,-0.3731625830911668,2.546315277916644,Youth,Did Not Survive,3rd Class,-1.2991,-0.373,0,1,Q3_mid_high,0.2439
3,28.4,1,0,19.54,0,True,False,False,1,19.54,2,-0.2094930089351344,3.0223742045004123,Adult,Did Not Survive,3rd Class,-0.0298,-0.2094,0,1,Q3_mid_high,0.2439
1,25.5,0,1,25.03,0,False,False,False,3,8.343333333333334,2,-0.2819960079943678,3.259249719006474,Adult,Did Not Survive,1st Class,-0.2688,-0.0939,0,1,Q3_mid_high,0.6343
3,33.8,1,0,17.25,1,True,False,True,1,17.25,2,-0.2576682434874884,2.9041650800285006,Adult,Survived,3rd Class,0.4153,-0.2575,0,1,Q3_mid_high,0.2439
1,38.8,2,0,43.41,1,True,False,True,3,14.47,3,0.8779963209212656,3.7934646693040106,Middle-Aged,Survived,1st Class,0.8274,0.2925,0,1,Q4_high,0.6343
3,1.0,1,1,10.93,0,True,False,True,1,10.93,3,-0.3906234759638541,2.4790562361098245,Child,Did Not Survive,3rd Class,-2.2882,-0.3904,0,0,Q2_mid_low,0.2439
2,26.9,2,0,35.79,1,True,False,True,2,17.895,3,0.2647236428072446,3.605226069116683,Adult,Survived,2nd Class,-0.1534,0.1323,0,1,Q4_high,0.4615
2,28.4,0,2,40.69,0,False,True,False,2,20.345,3,0.4708884020269255,3.7302612918927056,Adult,Did Not Survive,2nd Class,-0.0298,0.2353,0,1,Q4_high,0.4615
3,26.7,0,0,9.68,0,False,False,True,1,9.68,1,-0.4169200013745277,2.3683728335320486,Adult,Did Not Survive,3rd Class,-0.1699,-0.4167,1,0,Q2_mid_low,0.2439
3,32.2,0,3,11.81,0,True,False,True,1,11.81,4,-0.3721107220747399,2.550226115908643,Adult,Did Not Survive,3rd Class,0.2834,-0.3719,0,1,Q3_mid_high,0.2439
3,27.7,0,2,34.03,0,True,False,True,1,34.03,3,0.0953363136253939,3.5562048372093957,Adult,Did Not Survive,3rd Class,-0.0875,0.0953,0,1,Q4_high,0.2439
3,28.4,0,0,4.36,0,True,False,False,1,4.36,1,-0.5288380135223545,1.6789639750827108,Adult,Did Not Survive,3rd Class,-0.0298,-0.5285,1,0,Q1_low,0.2439
3,2.4,1,1,12.39,1,True,False,True,1,12.39,3,-0.3599091342841873,2.594508159703081,Child,Survived,3rd Class,-2.1728,-0.3597,0,1,Q3_mid_high,0.2439
2,16.3,1,0,20.35,0,True,False,True,2,10.175,2,-0.3849057209380357,3.061051739674633,Youth,Did Not Survive,2nd Class,-1.0271,-0.1923,0,1,Q3_mid_high,0.4615
3,1.0,3,0,8.47,0,True,False,True,1,8.47,4,-0.4423750379720597,2.248128907197987,Child,Did Not Survive,3rd Class,-2.2882,-0.4421,0,0,Q2_mid_low,0.2439
2,63.6,1,0,6.24,0,True,False,True,2,3.12,2,-0.978576078609403,1.979621206397625,Senior,Did Not Survive,2nd Class,2.8715,-0.489,0,0,Q2_mid_low,0.4615
3,22.1,0,0,14.5,0,True,False,True,1,14.5,1,-0.3155205993909703,2.740840023925201,Adult,Did Not Survive,3rd Class,-0.549,-0.3153,1,1,Q3_mid_high,0.2439
1,49.6,0,0,35.03,1,False,False,True,3,11.676666666666668,1,0.3491206018617985,3.5843519247600018,Middle-Aged,Survived,1st Class,1.7176,0.1163,1,1,Q4_high,0.6343
3,40.8,0,0,43.72,0,True,False,True,1,43.72,1,0.2991869786089356,3.800420828846844,Middle-Aged,Did Not Survive,3rd Class,0.9923,0.299,1,1,Q4_high,0.2439
3,10.9,0,0,36.67,0,False,False,True,1,36.67,1,0.1508745752927366,3.62886402170395,Child,Did Not Survive,3rd Class,-1.4722,0.1508,1,1,Q4_high,0.2439
3,28.4,1,0,5.79,0,True,False,True,1,5.79,2,-0.4987547884525439,1.9154509415706047,Adult,Did Not Survive,3rd Class,-0.0298,-0.4985,0,0,Q2_mid_low,0.2439
3,19.6,1,2,3.44,0,True,False,True,1,3.44,4,-0.5481922562246103,1.4906543764441331,Adult,Did Not Survive,3rd Class,-0.7551,-0.5479,0,0,Q1_low,0.2439
1,35.2,0,0,107.03,1,True,False,False,3,35.67666666666667,1,4.893160192826196,4.682408966328894,Middle-Aged,Survived,1st Class,0.5307,1.6301,1,1,Q4_high,0.6343
1,45.7,0,0,43.77,1,False,False,False,3,14.590000000000002,1,0.900716518876088,3.8015382722528734,Middle-Aged,Survived,1st Class,1.3962,0.3001,1,1,Q4_high,0.6343
3,29.7,0,0,1.0,1,True,False,False,1,1.0,1,-0.5995230738262451,0.6931471805599453,Adult,Survived,3rd Class,0.0774,-0.5992,1,0,Q1_low,0.2439
3,27.7,3,1,20.38,0,True,False,False,1,20.38,5,-0.1918217438591617,3.062455905596899,Adult,Did Not Survive,3rd Class,-0.0875,-0.1917,0,1,Q3_mid_high,0.2439
3,30.4,0,0,15.04,0,True,False,True,1,15.04,1,-0.3041605004135593,2.7750856024383683,Adult,Did Not Survive,3rd Class,0.1351,-0.304,1,1,Q3_mid_high,0.2439
2,41.8,0,1,24.92,0,True,False,True,2,12.46,2,-0.1926255271351904,3.255014871484074,Middle-Aged,Did Not Survive,2nd Class,1.0747,-0.0963,0,1,Q3_mid_high,0.4615
3,30.5,0,0,5.46,0,False,False,True,1,5.46,1,-0.5056970711609617,1.8656293177945105,Adult,Did Not Survive,3rd Class,0.1433,-0.5054,1,0,Q2_mid_low,0.2439
2,35.6,0,0,7.79,1,False,False,True,2,3.895,1,-0.9133606955909324,2.173614711697085,Middle-Aged,Survived,2nd Class,0.5637,-0.4564,1,0,Q2_mid_low,0.4615
1,27.9,0,0,253.5879999999993,0,False,False,True,3,84.5293333333331,1,14.142679003556154,5.539646552255254,Adult,Did Not Survive,1st Class,-0.071,4.7116,1,1,Q4_high,0.6343
1,28.4,0,2,125.13,1,True,False,False,3,41.71,3,6.035481256665856,4.837313121099101,Adult,Survived,1st Class,-0.0298,2.0107,0,1,Q4_high,0.6343
3,31.3,1,0,6.3,0,False,False,True,1,6.3,2,-0.4880258060849891,1.9878743481543453,Adult,Did Not Survive,3rd Class,0.2093,-0.4878,0,0,Q2_mid_low,0.2439
3,18.9,5,0,5.9,0,False,False,True,1,5.9,6,-0.4964406942164046,1.9315214116032136,Adult,Did Not Survive,3rd Class,-0.8128,-0.4962,0,0,Q2_mid_low,0.2439
1,28.4,0,0,253.5879999999993,1,True,False,False,3,84.5293333333331,1,14.142679003556154,5.539646552255254,Adult,Survived,1st Class,-0.0298,4.7116,1,1,Q4_high,0.6343
3,33.7,0,0,8.73,0,True,False,True,1,8.73,1,-0.4369053606866396,2.2752138961979136,Adult,Did Not Survive,3rd Class,0.4071,-0.4367,1,0,Q2_mid_low,0.2439
1,26.4,0,0,69.42,0,False,False,True,3,23.14,1,2.519530623157154,4.254477313726906,Adult,Did Not Survive,1st Class,-0.1946,0.8394,1,1,Q4_high,0.6343
3,25.4,1,0,34.1,1,True,False,True,1,34.1,2,0.0968089190483916,3.55820113047182,Adult,Survived,3rd Class,-0.277,0.0968,0,1,Q4_high,0.2439
2,28.4,0,1,5.0,0,False,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
2,22.0,1,0,27.01,1,False,False,True,2,13.505,2,-0.1046899461618979,3.332561589272017,Adult,Survived,2nd Class,-0.5573,-0.0523,0,1,Q3_mid_high,0.4615
3,21.7,0,0,7.73,0,True,False,False,1,7.73,1,-0.4579425810151785,2.166765369851511,Adult,Did Not Survive,3rd Class,-0.582,-0.4577,1,0,Q2_mid_low,0.2439
1,67.9,0,0,62.03,0,True,False,False,3,20.676666666666662,1,2.0531354484734474,4.143610803525019,Senior,Did Not Survive,1st Class,3.226,0.684,1,1,Q4_high,0.6343
1,41.2,0,0,253.5879999999993,0,False,True,False,3,84.5293333333331,1,14.142679003556154,5.539646552255254,Middle-Aged,Did Not Survive,1st Class,1.0252,4.7116,1,1,Q4_high,0.6343
1,47.7,1,0,175.68,1,True,False,False,3,58.56,2,9.225775719488777,5.174340186728326,Middle-Aged,Survived,1st Class,1.561,3.0735,0,1,Q4_high,0.6343
3,39.2,0,0,5.88,0,True,False,True,1,5.88,1,-0.4968614386229754,1.928618651945252,Middle-Aged,Did Not Survive,3rd Class,0.8604,-0.4966,1,0,Q2_mid_low,0.2439
2,28.4,0,1,27.01,0,False,False,False,2,13.505,2,-0.1046899461618979,3.332561589272017,Adult,Did Not Survive,2nd Class,-0.0298,-0.0523,0,1,Q3_mid_high,0.4615
3,28.4,1,1,26.51,0,True,False,True,1,26.51,3,-0.0628635832452184,3.3145495749364837,Adult,Did Not Survive,3rd Class,-0.0298,-0.0628,0,1,Q3_mid_high,0.2439
3,39.2,0,0,18.1,0,False,False,False,1,18.1,1,-0.2397866062082303,2.9496883350525844,Middle-Aged,Did Not Survive,3rd Class,0.8604,-0.2397,1,1,Q3_mid_high,0.2439
1,31.1,2,0,5.0,0,True,False,True,3,1.6666666666666667,3,-1.5461225775362688,1.791759469228055,Adult,Did Not Survive,1st Class,0.1928,-0.5151,0,0,Q1_low,0.6343
3,27.5,3,0,4.88,0,True,False,True,1,4.88,4,-0.5178986589515143,1.7715567619105357,Adult,Did Not Survive,3rd Class,-0.104,-0.5176,0,0,Q1_low,0.2439
3,24.4,0,4,4.91,0,False,False,True,1,4.91,5,-0.5172675423416582,1.776645831418007,Adult,Did Not Survive,3rd Class,-0.3595,-0.517,0,0,Q1_low,0.2439
3,20.7,0,4,3.48,0,True,False,False,1,3.48,5,-0.5473507674114687,1.4996230464268938,Adult,Did Not Survive,3rd Class,-0.6644,-0.547,0,0,Q1_low,0.2439
3,21.6,0,0,4.46,1,False,False,True,1,4.46,1,-0.5267342914895006,1.6974487897568136,Adult,Survived,3rd Class,-0.5902,-0.5264,1,0,Q1_low,0.2439
3,12.1,4,0,3.73,0,True,True,False,1,3.73,5,-0.542091462329334,1.5539252025038417,Youth,Did Not Survive,3rd Class,-1.3733,-0.5418,0,0,Q1_low,0.2439
2,17.5,0,0,29.46,0,True,False,False,2,14.73,1,-0.0016075665520574,3.416414347467016,Youth,Did Not Survive,2nd Class,-0.9282,-0.0008,1,1,Q3_mid_high,0.4615
3,21.0,1,1,3.87,1,False,False,True,1,3.87,3,-0.5391462514833385,1.5830939370944983,Adult,Survived,3rd Class,-0.6397,-0.5388,0,0,Q1_low,0.2439
3,9.6,0,0,1.0,0,False,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Child,Did Not Survive,3rd Class,-1.5793,-0.5992,1,0,Q1_low,0.2439
3,20.1,0,0,2.98,0,True,False,False,1,2.98,1,-0.5578693775757382,1.3812818192963463,Adult,Did Not Survive,3rd Class,-0.7139,-0.5576,1,0,Q1_low,0.2439
3,9.9,0,0,6.5,0,True,False,False,1,6.5,1,-0.4838183620192813,2.0149030205422647,Child,Did Not Survive,3rd Class,-1.5546,-0.4835,1,0,Q2_mid_low,0.2439
3,33.6,0,0,31.73,0,True,False,True,1,31.73,1,0.0469507068697545,3.4882920885130893,Adult,Did Not Survive,3rd Class,0.3988,0.0469,1,1,Q4_high,0.2439
3,20.0,2,1,1.0,0,False,False,True,1,1.0,4,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.7221,-0.5992,0,0,Q1_low,0.2439
3,28.4,1,0,16.1,0,True,False,True,1,16.1,2,-0.2818610468653081,2.8390784635086144,Adult,Did Not Survive,3rd Class,-0.0298,-0.2817,0,1,Q3_mid_high,0.2439
2,27.8,0,0,82.07,1,True,True,False,2,41.035,1,2.2119287564168024,4.41968362585098,Adult,Survived,2nd Class,-0.0792,1.1053,1,1,Q4_high,0.4615
3,21.0,0,1,9.07,1,True,False,True,1,9.07,2,-0.4297527057749364,2.309560706730471,Adult,Survived,3rd Class,-0.6397,-0.4295,0,0,Q2_mid_low,0.2439
2,17.0,1,0,15.39,1,True,False,True,2,7.695,2,-0.5935949465971414,2.7966713927557385,Youth,Survived,2nd Class,-0.9694,-0.2966,0,1,Q3_mid_high,0.4615
3,12.5,0,0,20.23,1,False,False,True,1,20.23,1,-0.1949773269084425,3.055415275715165,Youth,Survived,3rd Class,-1.3403,-0.1949,1,1,Q3_mid_high,0.2439
3,30.8,1,1,1.0,0,False,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,0.168,-0.5992,0,0,Q1_low,0.2439
3,22.9,1,0,6.38,0,False,False,False,1,6.38,2,-0.486342828458706,1.998773638612381,Adult,Did Not Survive,3rd Class,-0.4831,-0.4861,0,0,Q2_mid_low,0.2439
1,24.3,0,2,5.0,1,False,False,True,3,1.6666666666666667,3,-1.5461225775362688,1.791759469228055,Adult,Survived,1st Class,-0.3677,-0.5151,0,0,Q1_low,0.6343
2,28.4,0,0,11.52,1,True,False,True,2,5.76,1,-0.7564230319400324,2.5273273656719524,Adult,Survived,2nd Class,-0.0298,-0.378,1,1,Q3_mid_high,0.4615
3,2.7,1,0,22.15,1,False,False,True,1,22.15,2,-0.1545858638776479,3.1419947805322432,Child,Survived,3rd Class,-2.148,-0.1545,0,1,Q3_mid_high,0.2439
3,30.4,0,0,7.16,0,True,False,False,1,7.16,1,-0.4699337966024456,2.0992441689760155,Adult,Did Not Survive,3rd Class,0.1351,-0.4697,1,0,Q2_mid_low,0.2439
3,34.1,0,0,1.34,1,True,False,True,1,1.34,1,-0.5923704189145419,0.8501509293696101,Adult,Survived,3rd Class,0.44,-0.592,1,0,Q1_low,0.2439
2,25.5,1,0,14.94,1,True,False,False,2,7.47,2,-0.6125284448928264,2.768831673362069,Adult,Survived,2nd Class,-0.2688,-0.3061,0,1,Q3_mid_high,0.4615
3,12.1,2,0,4.35,0,True,False,False,1,4.35,3,-0.52904838572564,1.6770965609079151,Youth,Did Not Survive,3rd Class,-1.3733,-0.5287,0,0,Q1_low,0.2439
3,34.3,1,1,1.43,1,True,False,False,1,1.43,3,-0.5904770690849734,0.8878912573524571,Adult,Survived,3rd Class,0.4565,-0.5901,0,0,Q1_low,0.2439
2,3.8,0,0,11.5,1,True,False,True,2,5.75,1,-0.7572645207531739,2.525728644308256,Child,Survived,2nd Class,-2.0574,-0.3784,1,0,Q2_mid_low,0.4615
3,23.3,1,0,5.91,1,True,False,False,1,5.91,2,-0.4962303220131193,1.9329696377795784,Adult,Survived,3rd Class,-0.4501,-0.496,0,0,Q2_mid_low,0.2439
3,37.5,0,1,12.18,0,False,False,True,1,12.18,2,-0.3643269505531805,2.578700529074361,Middle-Aged,Did Not Survive,3rd Class,0.7203,-0.3641,0,1,Q3_mid_high,0.2439
2,36.8,0,0,5.0,1,True,False,True,2,2.5,1,-1.0307483850241792,1.791759469228055,Middle-Aged,Survived,2nd Class,0.6626,-0.5151,1,0,Q1_low,0.4615
3,27.7,0,0,40.95,0,False,False,True,1,40.95,1,0.240913878298883,3.736478432913216,Adult,Did Not Survive,3rd Class,-0.0875,0.2408,1,1,Q4_high,0.2439
3,4.6,1,0,27.84,0,False,False,True,1,27.84,2,-0.0348840802082617,3.3617633124167483,Child,Did Not Survive,3rd Class,-1.9914,-0.0349,0,1,Q3_mid_high,0.2439
3,12.4,1,0,24.28,0,False,False,True,1,24.28,2,-0.1097765845778601,3.2300135692786567,Youth,Did Not Survive,3rd Class,-1.3485,-0.1097,0,1,Q3_mid_high,0.2439
2,34.1,1,1,14.24,1,True,False,False,2,7.12,3,-0.6419805533527808,2.7239235502585,Adult,Survived,2nd Class,0.44,-0.3208,0,1,Q3_mid_high,0.4615
3,28.4,1,0,22.59,0,False,True,False,1,22.59,2,-0.1453294869330908,3.160822893419584,Adult,Did Not Survive,3rd Class,-0.0298,-0.1452,0,1,Q3_mid_high,0.2439
3,21.5,0,0,11.64,0,False,False,True,1,11.64,1,-0.3756870495305915,2.5368663887187117,Adult,Did Not Survive,3rd Class,-0.5985,-0.3755,1,1,Q3_mid_high,0.2439
2,40.5,0,0,15.1,1,False,False,False,2,7.55,1,-0.605796534387694,2.778819271990417,Middle-Aged,Survived,2nd Class,0.9676,-0.3027,1,1,Q3_mid_high,0.4615
2,18.5,0,0,19.89,1,True,False,True,2,9.945,1,-0.4042599636402915,3.0392705755684744,Adult,Survived,2nd Class,-0.8458,-0.202,1,1,Q3_mid_high,0.4615
2,26.8,0,2,32.61,1,True,False,True,2,16.305,3,0.1309269215177374,3.5148236417370144,Adult,Survived,2nd Class,-0.1616,0.0654,0,1,Q4_high,0.4615
2,31.5,0,0,32.23,0,True,False,True,2,16.115,1,0.1149386340680477,3.503453082366503,Adult,Did Not Survive,2nd Class,0.2257,0.0574,1,1,Q4_high,0.4615
3,27.8,1,0,5.76,1,False,True,False,1,5.76,2,-0.4993859050624,1.9110228900548727,Adult,Survived,3rd Class,-0.0792,-0.4991,0,0,Q2_mid_low,0.2439
3,28.4,1,0,2.99,0,True,False,True,1,2.99,2,-0.5576590053724528,1.383791230901772,Adult,Did Not Survive,3rd Class,-0.0298,-0.5573,0,0,Q1_low,0.2439
3,34.2,2,5,4.88,0,True,False,True,1,4.88,8,-0.5178986589515143,1.7715567619105357,Adult,Did Not Survive,3rd Class,0.4483,-0.5176,0,0,Q1_low,0.2439
2,28.4,0,0,5.35,0,False,False,False,2,2.675,1,-1.0160223307942022,1.8484548129046,Adult,Did Not Survive,2nd Class,-0.0298,-0.5077,1,0,Q2_mid_low,0.4615
3,28.4,3,0,22.18,0,False,False,True,1,22.18,4,-0.1539547472677917,3.1432898379116057,Adult,Did Not Survive,3rd Class,-0.0298,-0.1539,0,1,Q3_mid_high,0.2439
3,20.3,0,0,3.79,1,False,False,True,1,3.79,1,-0.5408292291096217,1.5665304114228238,Adult,Survived,3rd Class,-0.6974,-0.5405,1,0,Q1_low,0.2439
3,13.7,4,0,9.9,1,True,False,True,1,9.9,5,-0.4122918129022491,2.388762789235098,Youth,Survived,3rd Class,-1.2414,-0.4121,0,0,Q2_mid_low,0.2439
3,30.3,0,1,1.0,0,True,False,False,1,1.0,2,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,0.1268,-0.5992,0,0,Q1_low,0.2439
3,22.5,2,1,3.2,0,False,False,True,1,3.2,4,-0.5532411891034597,1.4350845252893227,Adult,Did Not Survive,3rd Class,-0.5161,-0.5529,0,0,Q1_low,0.2439
3,22.5,0,4,6.12,1,True,False,False,1,6.12,5,-0.4918125057441261,1.9629077254238845,Adult,Survived,3rd Class,-0.5161,-0.4915,0,0,Q2_mid_low,0.2439
3,28.4,1,0,11.93,0,False,False,True,1,11.93,2,-0.3695862556353152,2.559550192783766,Adult,Did Not Survive,3rd Class,-0.0298,-0.3694,0,1,Q3_mid_high,0.2439
3,28.9,2,4,5.3,1,True,False,True,1,5.3,7,-0.509063026413528,1.840549633397487,Adult,Survived,3rd Class,0.0114,-0.5088,0,0,Q2_mid_low,0.2439
3,28.4,0,1,1.78,1,False,False,True,1,1.78,2,-0.5831140419699848,1.0224509277025458,Adult,Survived,3rd Class,-0.0298,-0.5828,0,0,Q1_low,0.2439
3,40.2,0,0,33.98,0,True,False,True,1,33.98,1,0.0942844526089669,3.554776469590456,Middle-Aged,Did Not Survive,3rd Class,0.9428,0.0942,1,1,Q4_high,0.2439
3,35.6,2,3,14.13,0,True,False,True,1,14.13,6,-0.3233043709125296,2.7166795278002644,Middle-Aged,Did Not Survive,3rd Class,0.5637,-0.3231,0,1,Q3_mid_high,0.2439
3,10.1,0,0,5.2,0,True,False,True,1,5.2,1,-0.5111667484463819,1.824549292051046,Child,Did Not Survive,3rd Class,-1.5381,-0.5109,1,0,Q2_mid_low,0.2439
1,28.4,1,0,105.41,0,True,False,False,3,35.13666666666666,2,4.790919302029496,4.66729955745364,Adult,Did Not Survive,1st Class,-0.0298,1.5961,0,1,Q4_high,0.6343
2,42.4,0,0,7.83,1,False,False,True,2,3.915,1,-0.9116777179646492,2.178155014615869,Middle-Aged,Survived,2nd Class,1.1242,-0.4556,1,0,Q2_mid_low,0.4615
3,37.6,1,0,4.0,0,True,False,True,1,4.0,2,-0.5364114128406285,1.6094379124341005,Middle-Aged,Did Not Survive,3rd Class,0.7285,-0.5361,0,0,Q1_low,0.2439
1,46.3,1,0,91.07,1,False,False,True,3,30.356666666666666,2,3.8858980834957535,4.522549157299754,Middle-Aged,Survived,1st Class,1.4456,1.2946,0,1,Q4_high,0.6343
3,28.9,1,2,14.35,0,False,True,False,1,14.35,4,-0.3186761824402511,2.731115474033206,Adult,Did Not Survive,3rd Class,0.0114,-0.3185,0,1,Q3_mid_high,0.2439
1,40.2,0,1,196.66,1,False,False,False,3,65.55333333333333,2,10.549858366967014,5.2865483829480375,Middle-Aged,Survived,1st Class,0.9428,3.5146,0,1,Q4_high,0.6343
3,15.1,1,0,1.54,1,True,False,True,1,1.54,2,-0.5881629748488342,0.9321640810304452,Youth,Survived,3rd Class,-1.126,-0.5878,0,0,Q1_low,0.2439
1,39.1,0,1,253.5879999999993,0,False,False,False,3,84.5293333333331,2,14.142679003556154,5.539646552255254,Middle-Aged,Did Not Survive,1st Class,0.8522,4.7116,0,1,Q4_high,0.6343
3,16.2,0,0,11.3,0,False,False,True,1,11.3,1,-0.3828397044422947,2.509599262378372,Youth,Did Not Survive,3rd Class,-1.0353,-0.3826,1,0,Q2_mid_low,0.2439
3,41.0,0,0,17.61,1,True,False,True,1,17.61,1,-0.2500948441692144,2.9236990706541595,Middle-Aged,Survived,3rd Class,1.0088,-0.25,1,1,Q3_mid_high,0.2439
3,19.0,2,1,1.1,0,True,True,False,1,1.1,4,-0.5974193517933912,0.7419373447293773,Adult,Did Not Survive,3rd Class,-0.8045,-0.5971,0,0,Q1_low,0.2439
3,22.1,0,0,8.0,0,True,True,False,1,8.0,1,-0.452262531526473,2.19722457733622,Adult,Did Not Survive,3rd Class,-0.549,-0.452,1,0,Q2_mid_low,0.2439
1,28.1,3,0,5.0,1,True,True,False,3,1.6666666666666667,4,-1.5461225775362688,1.791759469228055,Adult,Survived,1st Class,-0.0545,-0.5151,0,0,Q1_low,0.6343
3,28.5,0,5,29.64,0,True,False,False,1,29.64,6,0.0029829163831082,3.4223063448723905,Adult,Did Not Survive,3rd Class,-0.0215,0.003,0,1,Q4_high,0.2439
2,4.4,1,1,68.28,0,False,False,True,2,34.14,3,1.6317222197557006,4.23815626425418,Child,Did Not Survive,2nd Class,-2.0079,0.8154,0,1,Q4_high,0.4615
3,13.6,0,2,3.39,0,True,False,True,1,3.39,3,-0.5492441172410373,1.47932922708708,Youth,Did Not Survive,3rd Class,-1.2496,-0.5489,0,0,Q1_low,0.2439
3,11.1,0,0,18.63,1,False,False,False,1,18.63,1,-0.2286368794341048,2.9770590082883697,Child,Survived,3rd Class,-1.4557,-0.2285,1,1,Q3_mid_high,0.2439
3,1.0,5,0,1.0,1,True,True,False,1,1.0,6,-0.5995230738262451,0.6931471805599453,Child,Survived,3rd Class,-2.2882,-0.5992,0,0,Q1_low,0.2439
3,48.8,1,4,3.8,0,True,False,True,1,3.8,6,-0.5406188569063363,1.5686159179138452,Middle-Aged,Did Not Survive,3rd Class,1.6517,-0.5403,0,0,Q1_low,0.2439
3,28.4,1,1,4.19,0,True,False,True,1,4.19,3,-0.5324143409782061,1.6467336971777973,Adult,Did Not Survive,3rd Class,-0.0298,-0.5321,0,0,Q1_low,0.2439
1,28.4,0,0,85.19,1,True,False,True,3,28.396666666666665,1,3.514801516900328,4.456554161659308,Adult,Survived,1st Class,-0.0298,1.1709,1,1,Q4_high,0.6343
2,21.7,0,0,6.79,1,False,False,True,2,3.395,1,-0.95543513624801,2.052840859882657,Adult,Survived,2nd Class,-0.582,-0.4774,1,0,Q2_mid_low,0.4615
2,28.4,2,0,9.41,1,False,False,True,2,4.705,3,-0.8452001017264664,2.342766882626877,Adult,Survived,2nd Class,-0.0298,-0.4224,0,0,Q2_mid_low,0.4615
3,36.7,0,1,1.57,1,True,False,True,1,1.57,2,-0.587531858238978,0.9439058989071284,Middle-Aged,Survived,3rd Class,0.6543,-0.5872,0,0,Q1_low,0.2439
